#t,fmu0_p.e,fmu0_zChassis,fmu1_p.e,fmu1_p1.f,fmu1_zWheel,fmu2_p.f,fmu2_zGround
+8.8100000000000005e+00,+3.9226773144600675e+03,+1.1331783292028976e+00,+4.3149568725073241e+03,+1.8952247124519237e-05,+6.3327374576314255e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8200000000000003e+00,+3.9226488618008975e+03,+1.1331803906204021e+00,+4.3149278943513254e+03,+1.8591092746248011e-05,+6.3327393895084916e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8300000000000001e+00,+3.9226210433380570e+03,+1.1331824492232987e+00,+4.3148995169687669e+03,+1.8174119819865678e-05,+6.3327412813339956e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8399999999999999e+00,+3.9225939406293369e+03,+1.1331844980517445e+00,+4.3148718245234541e+03,+1.7703919685475443e-05,+6.3327431274970170e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8499999999999996e+00,+3.9225676310831304e+03,+1.1331865303250648e+00,+4.3148448970802528e+03,+1.7183210860998443e-05,+6.3327449226598953e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8599999999999994e+00,+3.9225421877814583e+03,+1.1331885394611176e+00,+4.3148188104180044e+03,+1.6614827108089284e-05,+6.3327466617707118e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8699999999999992e+00,+3.9225176793214564e+03,+1.1331905190945746e+00,+4.3147936358609677e+03,+1.6001705355221186e-05,+6.3327483400745155e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8800000000000008e+00,+3.9224941696754618e+03,+1.1331924630940826e+00,+4.3147694401289882e+03,+1.5346873521814295e-05,+6.3327499531233156e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.8900000000000006e+00,+3.9224717180698235e+03,+1.1331943655782630e+00,+4.3147462852064946e+03,+1.4653438289870385e-05,+6.3327514967848153e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9000000000000004e+00,+3.9224503788824095e+03,+1.1331962209305275e+00,+4.3147242282303941e+03,+1.3924572860130256e-05,+6.3327529672498895e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9100000000000001e+00,+3.9224302015588214e+03,+1.1331980238126798e+00,+4.3147033213968434e+03,+1.3163504740051622e-05,+6.3327543610387926e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9199999999999999e+00,+3.9224112305471431e+03,+1.1331997691772806e+00,+4.3146836118868159e+03,+1.2373503598936612e-05,+6.3327556750061276e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9299999999999997e+00,+3.9223935052511329e+03,+1.1332014522787663e+00,+4.3146651418103302e+03,+1.1557869238385790e-05,+6.3327569063445621e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9399999999999995e+00,+3.9223770600015696e+03,+1.1332030686833012e+00,+4.3146479481691431e+03,+1.0719919709027964e-05,+6.3327580525873095e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9499999999999993e+00,+3.9223619240455087e+03,+1.1332046142773657e+00,+4.3146320628376270e+03,+9.8629796162581426e-06,+6.3327591116094095e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9600000000000009e+00,+3.9223481215530901e+03,+1.1332060852750647e+00,+4.3146175125615446e+03,+8.9903686477273893e-06,+6.3327600816278151e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9700000000000006e+00,+3.9223356716415201e+03,+1.1332074782241743e+00,+4.3146043189743186e+03,+8.1053903582703470e-06,+6.3327609612002977e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9800000000000004e+00,+3.9223245884157723e+03,+1.1332087900109187e+00,+4.3145924986304108e+03,+7.2113212439273545e-06,+6.3327617492232258e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+8.9900000000000002e+00,+3.9223148810255279e+03,+1.1332100178634941e+00,+4.3145820630552971e+03,+6.3114001374893921e-06,+6.3327624449282338e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0000000000000000e+00,+3.9223065537378147e+03,+1.1332111593543526e+00,+4.3145730188115640e+03,+5.4088179543658169e-06,+6.3327630478778163e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0099999999999998e+00,+3.9222996060247765e+03,+1.1332122124012676e+00,+4.3145653675805206e+03,+4.5067078179308836e-06,+6.3327635579598851e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0199999999999996e+00,+3.9222940326659455e+03,+1.1332131752671950e+00,+4.3145591062587609e+03,+3.6081355878943451e-06,+6.3327639753813370e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0299999999999994e+00,+3.9222898238643775e+03,+1.1332140465589624e+00,+4.3145542270689994e+03,+2.7160908170269905e-06,+6.3327643006606560e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0399999999999991e+00,+3.9222869653759549e+03,+1.1332148252248149e+00,+4.3145507176845358e+03,+1.8334781569321520e-06,+6.3327645346196215e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0500000000000007e+00,+3.9222854386511344e+03,+1.1332155105508455e+00,+4.3145485613666124e+03,+9.6310923357879421e-07,+6.3327646783741509e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0600000000000005e+00,+3.9222852209884209e+03,+1.1332161021563487e+00,+4.3145477371139359e+03,+1.0769501175795358e-07,+6.3327647333243298e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0700000000000003e+00,+3.9222862856987708e+03,+1.1332165999881392e+00,+4.3145482198236059e+03,-7.3016133966000771e-07,+6.3327647011436861e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0800000000000001e+00,+3.9222886022801358e+03,+1.1332170043138667e+00,+4.3145499804626515e+03,-1.5479710654372115e-06,+6.3327645837677515e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0899999999999999e+00,+3.9222921366013775e+03,+1.1332173157143832e+00,+4.3145529862493686e+03,-2.3433659099309847e-06,+6.3327643833819702e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.0999999999999996e+00,+3.9222968510946694e+03,+1.1332175350751983e+00,+4.3145572008436511e+03,-3.1141036685397842e-06,+6.3327641024090187e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1099999999999994e+00,+3.9223027049556085e+03,+1.1332176635770752e+00,+4.3145625845454533e+03,-3.8580731900794313e-06,+6.3327637434955653e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1199999999999992e+00,+3.9223096543501574e+03,+1.1332177026858186e+00,+4.3145690945005545e+03,-4.5732988285323012e-06,+6.3327633094985591e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1300000000000008e+00,+3.9223176526275824e+03,+1.1332176541413050e+00,+4.3145766849127713e+03,-5.2579443391558830e-06,+6.3327628034710781e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1400000000000006e+00,+3.9223266505385377e+03,+1.1332175199458066e+00,+4.3145853072617401e+03,-5.9103162185167394e-06,+6.3327622286478136e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1500000000000004e+00,+3.9223365964574268e+03,+1.1332173023516652e+00,+4.3145949105254385e+03,-6.5288664884029173e-06,+6.3327615884302346e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1600000000000001e+00,+3.9223474366082191e+03,+1.1332170038483735e+00,+4.3146054414065638e+03,-7.1121949231286641e-06,+6.3327608863714946e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1699999999999999e+00,+3.9223591152928607e+03,+1.1332166271491186e+00,+4.3146168445619323e+03,-7.6590507274633937e-06,+6.3327601261611355e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1799999999999997e+00,+3.9223715751214509e+03,+1.1332161751768428e+00,+4.3146290628340430e+03,-8.1683336699207513e-06,+6.3327593116096614e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1899999999999995e+00,+3.9223847572433724e+03,+1.1332156510498814e+00,+4.3146420374839699e+03,-8.6390946784927864e-06,+6.3327584466330011e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.1999999999999993e+00,+3.9223986015785458e+03,+1.1332150580672389e+00,+4.3146557084247761e+03,-9.0705359102907447e-06,+6.3327575352369481e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2100000000000009e+00,+3.9224130470480359e+03,+1.1332143996935526e+00,+4.3146700144546267e+03,-9.4620103022508807e-06,+6.3327565815016251e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2200000000000006e+00,+3.9224280318032379e+03,+1.1332136795438110e+00,+4.3146848934888185e+03,-9.8130206174172032e-06,+6.3327555895660148e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2300000000000004e+00,+3.9224434934528713e+03,+1.1332129013678769e+00,+4.3147002827899614e+03,-1.0123218001707081e-05,+6.3327545636126070e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2400000000000002e+00,+3.9224593692870808e+03,+1.1332120690348761e+00,+4.3147161191955583e+03,-1.0392400062473254e-05,+6.3327535078522357e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2500000000000000e+00,+3.9224755964979190e+03,+1.1332111865175065e+00,+4.3147323393422612e+03,-1.0620508490528680e-05,+6.3327524265091217e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2599999999999998e+00,+3.9224921123955455e+03,+1.1332102578763223e+00,+4.3147488798861286e+03,-1.0807626239306759e-05,+6.3327513238061983e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2699999999999996e+00,+3.9225088546194975e+03,+1.1332092872440502e+00,+4.3147656777181764e+03,-1.0953974281423230e-05,+6.3327502039507300e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2799999999999994e+00,+3.9225257613444005e+03,+1.1332082788099840e+00,+4.3147826701746353e+03,-1.1059907964238043e-05,+6.3327490711202994e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.2899999999999991e+00,+3.9225427714795574e+03,+1.1332072368045178e+00,+4.3147997952412725e+03,-1.1125912981538499e-05,+6.3327479294491917e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3000000000000007e+00,+3.9225598248618339e+03,+1.1332061654838606e+00,+4.3148169917512123e+03,-1.1152600987538931e-05,+6.3327467830151951e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3100000000000005e+00,+3.9225768624413545e+03,+1.1332050691149826e+00,+4.3148341995757391e+03,-1.1140704870829436e-05,+6.3327456358268941e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3200000000000003e+00,+3.9225938264595006e+03,+1.1332039519608434e+00,+4.3148513598075460e+03,-1.1091073715136288e-05,+6.3327444918114406e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3300000000000001e+00,+3.9226106606187864e+03,+1.1332028182659408e+00,+4.3148684149359860e+03,-1.1004667469222205e-05,+6.3327433548028789e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3399999999999999e+00,+3.9226273102441824e+03,+1.1332016722422247e+00,+4.3148853090138873e+03,-1.0882551351439590e-05,+6.3327422285310209e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3499999999999996e+00,+3.9226437224355368e+03,+1.1332005180554205e+00,+4.3149019878155450e+03,-1.0725890011543454e-05,+6.3327411166109115e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3599999999999994e+00,+3.9226598462107454e+03,+1.1331993598117929e+00,+4.3149183989855319e+03,-1.0535941476387927e-05,+6.3327400225329133e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3699999999999992e+00,+3.9226756326393788e+03,+1.1331982015453934e+00,+4.3149344921780084e+03,-1.0314050904596673e-05,+6.3327389496534148e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3800000000000008e+00,+3.9226910349665254e+03,+1.1331970472058170e+00,+4.3149502191862721e+03,-1.0061644173643744e-05,+6.3327379011861973e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.3900000000000006e+00,+3.9227060087266109e+03,+1.1331959006465078e+00,+4.3149655340622930e+03,-9.7802213274232547e-06,+6.3327368801944639e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4000000000000004e+00,+3.9227205118470292e+03,+1.1331947656136341e+00,+4.3149803932260411e+03,-9.4713499074416321e-06,+6.3327358895835484e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4100000000000001e+00,+3.9227345047414519e+03,+1.1331936457355656e+00,+4.3149947555644530e+03,-9.1366581931759723e-06,+6.3327349320943216e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4199999999999999e+00,+3.9227479503926920e+03,+1.1331925445129689e+00,+4.3150085825199121e+03,-8.7778283783698708e-06,+6.3327340102972907e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4299999999999997e+00,+3.9227608144250821e+03,+1.1331914653095487e+00,+4.3150218381681643e+03,-8.3965897053560652e-06,+6.3327331265874065e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4399999999999995e+00,+3.9227730651663283e+03,+1.1331904113434490e+00,+4.3150344892856147e+03,-7.9947115838138369e-06,+6.3327322831795785e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4499999999999993e+00,+3.9227846736988395e+03,+1.1331893856793327e+00,+4.3150465054060178e+03,-7.5739967168232129e-06,+6.3327314821048875e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4600000000000009e+00,+3.9227956139006087e+03,+1.1331883912211458e+00,+4.3150578588665694e+03,-7.1362742559339513e-06,+6.3327307252075182e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4700000000000006e+00,+3.9228058624756850e+03,+1.1331874307055869e+00,+4.3150685248434802e+03,-6.6833930109573565e-06,+6.3327300141423915e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4800000000000004e+00,+3.9228153989743873e+03,+1.1331865066962792e+00,+4.3150784813771197e+03,-6.2172147336580043e-06,+6.3327293503734816e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.4900000000000002e+00,+3.9228242058033888e+03,+1.1331856215786578e+00,+4.3150877093868703e+03,-5.7396074986900811e-06,+6.3327287351728323e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5000000000000000e+00,+3.9228322682258422e+03,+1.1331847775555692e+00,+4.3150961926758500e+03,-5.2524392036010409e-06,+6.3327281696202342e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5099999999999998e+00,+3.9228395743517599e+03,+1.1331839766435878e+00,+4.3151039179257150e+03,-4.7575712039069443e-06,+6.3327276546035760e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5199999999999996e+00,+3.9228461151189135e+03,+1.1331832206700441e+00,+4.3151108746817436e+03,-4.2568521012625951e-06,+6.3327271908198390e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5299999999999994e+00,+3.9228518842644662e+03,+1.1331825112707579e+00,+4.3151170553284801e+03,-3.7521117099172732e-06,+6.3327267787767250e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5399999999999991e+00,+3.9228568782876687e+03,+1.1331818498884760e+00,+4.3151224550561928e+03,-3.2451552113676484e-06,+6.3327264187948784e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5500000000000007e+00,+3.9228610964039158e+03,+1.1331812377719999e+00,+4.3151270718184896e+03,-2.7377575162333850e-06,+6.3327261110107258e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5600000000000005e+00,+3.9228645404905014e+03,+1.1331806759759875e+00,+4.3151309062813916e+03,-2.2316578466793576e-06,+6.3327258553798649e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5700000000000003e+00,+3.9228672150244402e+03,+1.1331801653614311e+00,+4.3151339617642152e+03,-1.7285545534220264e-06,+6.3327256516810093e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5800000000000001e+00,+3.9228691270127356e+03,+1.1331797065967761e+00,+4.3151362441726578e+03,-1.2301001817045065e-06,+6.3327254995204463e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5899999999999999e+00,+3.9228702859154591e+03,+1.1331793001596784e+00,+4.3151377619244731e+03,-7.3789679922106744e-07,+6.3327253983369935e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.5999999999999996e+00,+3.9228707035620996e+03,+1.1331789463393733e+00,+4.3151385258681203e+03,-2.5349158900122473e-07,+6.3327253474074174e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6099999999999994e+00,+3.9228703940615801e+03,+1.1331786452396386e+00,+4.3151385491948495e+03,+2.2162727521504983e-07,+6.3327253458523036e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6199999999999992e+00,+3.9228693737063882e+03,+1.1331783967823255e+00,+4.3151378473446257e+03,+6.8603446610705317e-07,+6.3327253926423188e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6300000000000008e+00,+3.9228676608712713e+03,+1.1331782007114384e+00,+4.3151364379063698e+03,+1.1383710452135293e-06,+6.3327254866048710e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6400000000000006e+00,+3.9228652759069500e+03,+1.1331780565977341e+00,+4.3151343405129583e+03,+1.5773477046579288e-06,+6.3327256264311005e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6500000000000004e+00,+3.9228622410293315e+03,+1.1331779638438155e+00,+4.3151315767314509e+03,+2.0017477048559654e-06,+6.3327258106832007e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6600000000000001e+00,+3.9228585802046732e+03,+1.1331779216896927e+00,+4.3151281699490310e+03,+2.4104295016537684e-06,+6.3327260378020300e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6699999999999999e+00,+3.9228543190311989e+03,+1.1331779292187800e+00,+4.3151241452551212e+03,+2.8023290638529003e-06,+6.3327263061149575e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6799999999999997e+00,+3.9228494846176168e+03,+1.1331779853643045e+00,+4.3151195293201763e+03,+3.1764618755823435e-06,+6.3327266138439531e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6899999999999995e+00,+3.9228441054590476e+03,+1.1331780889160881e+00,+4.3151143502716168e+03,+3.5319246276175816e-06,+6.3327269591138580e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.6999999999999993e+00,+3.9228382113108119e+03,+1.1331782385276803e+00,+4.3151086375673967e+03,+3.8678965946776924e-06,+6.3327273399608075e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7100000000000009e+00,+3.9228318330605698e+03,+1.1331784327238041e+00,+4.3151024218676876e+03,+4.1836407031531859e-06,+6.3327277543407878e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7200000000000006e+00,+3.9228250025992902e+03,+1.1331786699080850e+00,+4.3150957349051514e+03,+4.4785042929138201e-06,+6.3327282001382901e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7300000000000004e+00,+3.9228177526914910e+03,+1.1331789483710317e+00,+4.3150886093542676e+03,+4.7519195723329742e-06,+6.3327286751750189e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7400000000000002e+00,+3.9228101168452190e+03,+1.1331792662982356e+00,+4.3150810787002019e+03,+5.0034037747429052e-06,+6.3327291772186256e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7500000000000000e+00,+3.9228021291822251e+03,+1.1331796217787549e+00,+4.3150731771076444e+03,+5.2325590242202371e-06,+6.3327297039914643e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7599999999999998e+00,+3.9227938243087651e+03,+1.1331800128136524e+00,+4.3150649392900914e+03,+5.4390719134533712e-06,+6.3327302531793017e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7699999999999996e+00,+3.9227852371874615e+03,+1.1331804373246552e+00,+4.3150564003799836e+03,+5.6227128027589255e-06,+6.3327308224399759e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7799999999999994e+00,+3.9227764030106277e+03,+1.1331808931629050e+00,+4.3150475958001425e+03,+5.7833348461682705e-06,+6.3327314094119669e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.7899999999999991e+00,+3.9227673570754637e+03,+1.1331813781177598e+00,+4.3150385611369156e+03,+5.9208727574004946e-06,+6.3327320117228492e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.8000000000000007e+00,+3.9227581346615179e+03,+1.1331818899256287e+00,+4.3150293320154142e+03,+6.0353413239924877e-06,+6.3327326269976181e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.8100000000000005e+00,+3.9227487709107654e+03,+1.1331824262787993e+00,+4.3150199439772396e+03,+6.1268336779627779e-06,+6.3327332528668301e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+9.8200000000000003e+00,+3.9227393007106725e+03,+1.1331829848342281e+00,+4.3150104323610531e+03,+6.1955193369899774e-06,+6.3327338869745764e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
